20200701 000000;1.122650;1.122680;1.122630;1.122630;0
20200701 000100;1.122640;1.122670;1.122610;1.122610;0
20200701 000200;1.122610;1.122610;1.122570;1.122580;0
20200701 000300;1.122580;1.122580;1.122540;1.122550;0
20200701 000400;1.122560;1.122680;1.122560;1.122610;0
20200701 000500;1.122610;1.122720;1.122610;1.122710;0
20200701 000600;1.122700;1.122720;1.122680;1.122680;0
20200701 000700;1.122690;1.122710;1.122590;1.122670;0
20200701 000800;1.122670;1.122680;1.122550;1.122630;0
20200701 000900;1.122630;1.122660;1.122570;1.122600;0
20200701 001000;1.122590;1.122590;1.122420;1.122460;0
20200701 001100;1.122460;1.122480;1.122350;1.122370;0
20200701 001200;1.122360;1.122430;1.122340;1.122430;0
20200701 001300;1.122440;1.122520;1.122430;1.122430;0
20200701 001400;1.122440;1.122440;1.122400;1.122400;0
20200701 001500;1.122390;1.122420;1.122370;1.122380;0
20200701 001600;1.122390;1.122420;1.122350;1.122350;0
20200701 001700;1.122360;1.122380;1.122340;1.122340;0
20200701 001800;1.122360;1.122390;1.122360;1.122390;0
20200701 001900;1.122410;1.122440;1.122390;1.122420;0
20200701 002000;1.122410;1.122510;1.122390;1.122430;0
20200701 002100;1.122430;1.122500;1.122430;1.122490;0
20200701 002200;1.122500;1.122540;1.122500;1.122530;0
20200701 002300;1.122530;1.122530;1.122450;1.122530;0
20200701 002400;1.122520;1.122520;1.122400;1.122400;0
20200701 002500;1.122400;1.122420;1.122390;1.122420;0
20200701 002600;1.122420;1.122460;1.122400;1.122450;0
20200701 002700;1.122430;1.122490;1.122400;1.122470;0
20200701 002800;1.122460;1.122560;1.122460;1.122510;0
20200701 002900;1.122520;1.122520;1.122440;1.122500;0
20200701 003000;1.122490;1.122650;1.122490;1.122560;0
20200701 003100;1.122570;1.122610;1.122550;1.122560;0
20200701 003200;1.122570;1.122600;1.122560;1.122590;0
20200701 003300;1.122590;1.122620;1.122560;1.122560;0
20200701 003400;1.122560;1.122610;1.122560;1.122600;0
20200701 003500;1.122600;1.122670;1.122600;1.122670;0
20200701 003600;1.122670;1.122690;1.122490;1.122520;0
20200701 003700;1.122510;1.122540;1.122440;1.122500;0
20200701 003800;1.122520;1.122570;1.122390;1.122390;0
20200701 003900;1.122400;1.122460;1.122390;1.122410;0
20200701 004000;1.122410;1.122430;1.122390;1.122390;0
20200701 004100;1.122390;1.122420;1.122350;1.122400;0
20200701 004200;1.122410;1.122470;1.122380;1.122420;0
20200701 004300;1.122420;1.122430;1.122280;1.122350;0
20200701 004400;1.122360;1.122400;1.122350;1.122400;0
20200701 004500;1.122380;1.122390;1.122350;1.122360;0
20200701 004600;1.122360;1.122370;1.122290;1.122300;0
20200701 004700;1.122300;1.122300;1.122090;1.122090;0
20200701 004800;1.122090;1.122230;1.122080;1.122220;0
20200701 004900;1.122220;1.122230;1.122130;1.122200;0
20200701 005000;1.122220;1.122270;1.122220;1.122250;0
20200701 005100;1.122250;1.122270;1.122110;1.122110;0
20200701 005200;1.122110;1.122210;1.122110;1.122200;0
20200701 005300;1.122220;1.122280;1.122200;1.122210;0
20200701 005400;1.122210;1.122230;1.122120;1.122140;0
20200701 005500;1.122130;1.122130;1.122060;1.122090;0
20200701 005600;1.122090;1.122090;1.121510;1.121660;0
20200701 005700;1.121660;1.121750;1.121640;1.121740;0
20200701 005800;1.121730;1.121890;1.121730;1.121820;0
20200701 005900;1.121810;1.121850;1.121770;1.121790;0
20200701 010000;1.121790;1.121870;1.121710;1.121830;0
20200701 010100;1.121810;1.122010;1.121780;1.121900;0
20200701 010200;1.121900;1.122010;1.121850;1.121910;0
20200701 010300;1.121910;1.121960;1.121900;1.121950;0
20200701 010400;1.121960;1.122090;1.121830;1.122090;0
20200701 010500;1.122090;1.122180;1.122020;1.122140;0
20200701 010600;1.122130;1.122130;1.121960;1.122030;0
20200701 010700;1.122030;1.122060;1.121910;1.121910;0
20200701 010800;1.121920;1.121960;1.121920;1.121930;0
20200701 010900;1.121930;1.122030;1.121920;1.121950;0
20200701 011000;1.121940;1.121960;1.121840;1.121860;0
20200701 011100;1.121860;1.121910;1.121850;1.121870;0
20200701 011200;1.121860;1.121860;1.121660;1.121670;0
20200701 011300;1.121670;1.121700;1.121560;1.121700;0
20200701 011400;1.121700;1.121860;1.121670;1.121820;0
20200701 011500;1.121820;1.122020;1.121800;1.121960;0
20200701 011600;1.121960;1.121970;1.121670;1.121740;0
20200701 011700;1.121750;1.121770;1.121670;1.121760;0
20200701 011800;1.121760;1.121950;1.121720;1.121870;0
20200701 011900;1.121870;1.122090;1.121840;1.122050;0
20200701 012000;1.122060;1.122100;1.122010;1.122080;0
20200701 012100;1.122100;1.122160;1.121960;1.121960;0
20200701 012200;1.121940;1.122050;1.121900;1.122030;0
20200701 012300;1.122050;1.122070;1.122020;1.122050;0
20200701 012400;1.122050;1.122060;1.121990;1.122060;0
20200701 012500;1.122050;1.122190;1.122040;1.122120;0
20200701 012600;1.122120;1.122160;1.122020;1.122150;0
20200701 012700;1.122140;1.122140;1.122020;1.122050;0
20200701 012800;1.122050;1.122060;1.121990;1.122060;0
20200701 012900;1.122060;1.122100;1.122020;1.122090;0
20200701 013000;1.122100;1.122120;1.122030;1.122070;0
20200701 013100;1.122070;1.122100;1.122060;1.122090;0
20200701 013200;1.122070;1.122100;1.122050;1.122060;0
20200701 013300;1.122050;1.122160;1.122010;1.122150;0
20200701 013400;1.122160;1.122260;1.122160;1.122240;0
20200701 013500;1.122240;1.122320;1.122230;1.122260;0
20200701 013600;1.122260;1.122280;1.122240;1.122270;0
20200701 013700;1.122270;1.122280;1.122170;1.122170;0
20200701 013800;1.122170;1.122310;1.122170;1.122280;0
20200701 013900;1.122270;1.122360;1.122270;1.122360;0
20200701 014000;1.122370;1.122380;1.122320;1.122330;0
